PlayerName,PointCostRatio_x,PointCostRatio_y,Average,StandardDeviation
Rudy Gay ,49.89826836092496,18.72970761109432,49.89826836092496,18.72970761109432
Joel Embiid ,49.86865190993497,14.935165599474308,49.86865190993497,14.935165599474308
Kendrick Nunn ,49.861505013621795,25.897287905478137,49.861505013621795,25.897287905478137
Jayson Tatum ,49.86030489785385,12.158910951134319,49.86030489785385,12.158910951134319
Danny Green ,49.80382960927302,22.10552801139886,49.80382960927302,22.10552801139886
Bam Adebayo ,49.75850224533188,10.96856859873222,49.75850224533188,10.96856859873222
Luka Dončić ,49.6134902425209,12.985916419615018,49.6134902425209,12.985916419615018
Zach LaVine ,49.610437580176026,14.12373937511826,49.610437580176026,14.12373937511826
John Wall ,49.59625394678111,14.898988883138598,49.59625394678111,14.898988883138598
Bradley Beal ,49.51571379556813,11.539914758092227,49.51571379556813,11.539914758092227
Kyle Lowry ,49.50783385777549,15.014017253937185,49.50783385777549,15.014017253937185
Trae Young ,49.43580992040221,12.529223853077331,49.43580992040221,12.529223853077331
Karl-Anthony Towns ,49.41688815948447,10.42148824805847,49.41688815948447,10.42148824805847
LaMelo Ball ,49.38912689793582,18.42501481514075,49.38912689793582,18.42501481514075
Grayson Allen ,49.27901471914276,23.412727725747732,49.27901471914276,23.412727725747732
Miles Bridges ,49.1947015729377,18.18978293910165,49.1947015729377,18.18978293910165
DeMar DeRozan ,49.19445977241321,14.403834477920567,49.19445977241321,14.403834477920567
Paul George ,49.159714511957844,12.474737132588036,49.159714511957844,12.474737132588036
Tyler Herro ,49.15544473652748,19.06143821763184,49.15544473652748,19.06143821763184
Naji Marshall ,49.14070041636547,28.339850905245857,49.14070041636547,28.339850905245857
Kawhi Leonard ,49.105433289626546,9.788835661427312,49.105433289626546,9.788835661427312
Marvin Bagley III ,49.09911935789765,19.65404997352638,49.09911935789765,19.65404997352638
Jeremy Lamb ,49.098040977240224,27.37299565894735,49.098040977240224,27.37299565894735
Richaun Holmes ,49.08801297289192,18.535221654799074,49.08801297289192,18.535221654799074
Christian Wood ,49.062879934394395,14.579462024476847,49.062879934394395,14.579462024476847
Dillon Brooks ,49.04471330940496,17.00397629077532,49.04471330940496,17.00397629077532
Deandre Ayton ,49.02533292527634,14.367832842855098,49.02533292527634,14.367832842855098
Jordan Clarkson ,49.01666912679061,15.037310955955807,49.01666912679061,15.037310955955807
Willy Hernangómez ,49.00424425484514,29.10794448306861,49.00424425484514,29.10794448306861
David Nwaba ,48.996506362757586,26.024653461951306,48.996506362757586,26.024653461951306
Jakob Poeltl ,48.99590421980417,19.633243151983866,48.99590421980417,19.633243151983866
Nickeil Alexander-Walker ,48.99352219147743,29.527950492565562,48.99352219147743,29.527950492565562
Donte DiVincenzo ,48.96631229109825,19.010850446613475,48.96631229109825,19.010850446613475
Daniel Theis ,48.95677316379151,24.66629945433123,48.95677316379151,24.66629945433123
Chris Boucher ,48.90428734362554,24.378362982465344,48.90428734362554,24.378362982465344
Reggie Bullock ,48.88536854526475,18.609489253462858,48.88536854526475,18.609489253462858
Gordon Hayward ,48.88281580585351,15.1843076331732,48.88281580585351,15.1843076331732
Damian Lillard ,48.86079339943341,11.69967097005691,48.86079339943341,11.69967097005691
Hassan Whiteside ,48.8359591722318,29.67179942641443,48.8359591722318,29.67179942641443
CJ McCollum ,48.76927279059541,12.286262543126666,48.76927279059541,12.286262543126666
Bobby Portis ,48.67456247742376,20.687331654994313,48.67456247742376,20.687331654994313
Enes Kanter ,48.67205548985583,20.386049749416163,48.67205548985583,20.386049749416163
Devonte' Graham ,48.66767014999296,14.567134717608843,48.66767014999296,14.567134717608843
Derrick White ,48.6573395506902,16.627761062050222,48.6573395506902,16.627761062050222
Nerlens Noel ,48.6548543511152,19.95061485460248,48.6548543511152,19.95061485460248
Brook Lopez ,48.64251507370131,16.707985704318116,48.64251507370131,16.707985704318116
Talen Horton-Tucker ,48.61607989579278,26.196079232264026,48.61607989579278,26.196079232264026
Andrew Wiggins ,48.61387830786585,14.816737984053209,48.61387830786585,14.816737984053209
Tyrese Haliburton ,48.56595706646393,17.75872427195453,48.56595706646393,17.75872427195453
Ja Morant ,48.512096405164094,16.895000716588665,48.512096405164094,16.895000716588665
Malik Beasley ,48.50636433077684,15.701262737272403,48.50636433077684,15.701262737272403
Shake Milton ,48.48717675800528,20.243899698994415,48.48717675800528,20.243899698994415
Cole Anthony ,48.443032994383096,15.593489258736657,48.443032994383096,15.593489258736657
Josh Jackson ,48.42471632305215,20.681482281946096,48.42471632305215,20.681482281946096
Michael Porter Jr. ,48.4177019139571,14.279167963865305,48.4177019139571,14.279167963865305
Tobias Harris ,48.40488098799855,13.424287870440246,48.40488098799855,13.424287870440246
Jamal Murray ,48.37523427244298,15.661187419296818,48.37523427244298,15.661187419296818
Paul Millsap ,48.37076316543002,18.677864869042672,48.37076316543002,18.677864869042672
D'Angelo Russell ,48.328473058175796,16.77534519764399,48.328473058175796,16.77534519764399
P.J. Washington ,48.2597368203732,19.98431362367961,48.2597368203732,19.98431362367961
Brandon Clarke ,48.25404374371622,17.010093389537023,48.25404374371622,17.010093389537023
Justin Holiday ,48.23434731368565,18.264874886525043,48.23434731368565,18.264874886525043
Mike Muscala ,48.18958377397237,21.458750938422813,48.18958377397237,21.458750938422813
Delon Wright ,48.17347895657351,23.85596094281192,48.17347895657351,23.85596094281192
Taj Gibson ,48.11450584985775,23.863994709008495,48.11450584985775,23.863994709008495
Tony Bradley ,48.09570787156336,26.56467587073216,48.09570787156336,26.56467587073216
Khris Middleton ,48.020602824190064,13.64118321949095,48.020602824190064,13.64118321949095
Cam Reddish ,48.01056510528507,21.25992892732096,48.01056510528507,21.25992892732096
Carmelo Anthony ,47.95507486069323,20.761001681595623,47.95507486069323,20.761001681595623
Cory Joseph ,47.92019548954145,26.972358575855303,47.92019548954145,26.972358575855303
Bruce Brown ,47.87528611341173,26.52748817385344,47.87528611341173,26.52748817385344
Brandon Ingram ,47.86060496441741,11.442518477650257,47.86060496441741,11.442518477650257
Desmond Bane ,47.838756954885504,22.61687050772467,47.838756954885504,22.61687050772467
Victor Oladipo ,47.82460814840789,12.852717860043729,47.82460814840789,12.852717860043729
Dorian Finney-Smith ,47.80386881947985,14.968695431695778,47.80386881947985,14.968695431695778
Tim Hardaway Jr. ,47.78785797305345,19.14311279382944,47.78785797305345,19.14311279382944
Doug McDermott ,47.78426095273139,19.35308639977385,47.78426095273139,19.35308639977385
Moses Brown ,47.72922544857662,30.539645290988965,47.72922544857662,30.539645290988965
RJ Barrett ,47.707756401996896,14.406217481209568,47.707756401996896,14.406217481209568
Andre Drummond ,47.7044731331609,18.26730225123646,47.7044731331609,18.26730225123646
Dennis Schröder ,47.6259289264521,14.441221583237839,47.6259289264521,14.441221583237839
Jae Crowder ,47.59302354492043,18.85691820228745,47.59302354492043,18.85691820228745
Mikal Bridges ,47.555122448891154,17.31337668736586,47.555122448891154,17.31337668736586
Marcus Smart ,47.53655368010062,13.291088125137874,47.53655368010062,13.291088125137874
Norman Powell ,47.5341289134569,17.648438024848744,47.5341289134569,17.648438024848744
Jae'Sean Tate ,47.52200105319046,17.88990155004665,47.52200105319046,17.88990155004665
Wendell Carter Jr. ,47.50341419001346,16.703762793649013,47.50341419001346,16.703762793649013
Joe Ingles ,47.49260520851075,18.411816254914868,47.49260520851075,18.411816254914868
De'Andre Hunter ,47.42562068219884,18.254966616461424,47.42562068219884,18.254966616461424
Frank Kaminsky ,47.39335540298211,28.484318662962178,47.39335540298211,28.484318662962178
Killian Hayes ,47.3456718265178,26.680736912085443,47.3456718265178,26.680736912085443
Khem Birch ,47.30501747619014,24.254103396409192,47.30501747619014,24.254103396409192
Saddiq Bey ,47.23754795483333,26.83696312581483,47.23754795483333,26.83696312581483
Buddy Hield ,47.23132769292877,14.543126876058443,47.23132769292877,14.543126876058443
Juan Toscano-Anderson ,47.216102619572474,28.257102067937588,47.216102619572474,28.257102067937588
Isaac Okoro ,47.21476648819322,21.619089165146463,47.21476648819322,21.619089165146463
Kelly Oubre Jr. ,47.207911985963214,18.878812687943373,47.207911985963214,18.878812687943373
Kentavious Caldwell-Pope ,47.188288452307766,20.24360344521686,47.188288452307766,20.24360344521686
Goran Dragić ,47.168369309081086,16.798754729381752,47.168369309081086,16.798754729381752
Tomáš Satoranský ,47.14339945554442,21.166013285188136,47.14339945554442,21.166013285188136
Daniel Gafford ,47.12190942782706,25.07241127422025,47.12190942782706,25.07241127422025
Royce O'Neale ,47.085000848892825,16.836619746771657,47.085000848892825,16.836619746771657
Darius Bazley ,47.02906290416214,17.305549510831174,47.02906290416214,17.305549510831174
Taurean Prince ,46.94940649216085,23.396870517094012,46.94940649216085,23.396870517094012
Josh Richardson ,46.89707420703917,16.986143854699087,46.89707420703917,16.986143854699087
Luguentz Dort ,46.88981874854399,23.36501005851939,46.88981874854399,23.36501005851939
Théo Maledon ,46.879605319763236,18.528417630991125,46.879605319763236,18.528417630991125
DeMarcus Cousins ,46.87504553212006,24.613750063132056,46.87504553212006,24.613750063132056
Derrick Favors ,46.844607824205454,16.815140956488623,46.844607824205454,16.815140956488623
Cameron Johnson ,46.76816809832066,16.36667528311196,46.76816809832066,16.36667528311196
Devin Booker ,46.72214760947361,11.8095441238807,46.72214760947361,11.8095441238807
Aleksej Pokusevski ,46.66181551800846,25.90509976469807,46.66181551800846,25.90509976469807
Dwight Howard ,46.63010012456208,22.87235192404324,46.63010012456208,22.87235192404324
Rajon Rondo ,46.575462081839234,25.776797565972636,46.575462081839234,25.776797565972636
Jaren Jackson Jr. ,46.532626818361884,11.820469312089479,46.532626818361884,11.820469312089479
Jay Scrubb ,46.51785714285714,48.168396249027495,46.51785714285714,48.168396249027495
Alex Caruso ,46.48614863401985,18.81692403982825,46.48614863401985,18.81692403982825
Coby White ,46.47203875720277,16.497407582259065,46.47203875720277,16.497407582259065
Marcus Morris ,46.46238915961002,20.74049978673298,46.46238915961002,20.74049978673298
Lauri Markkanen ,46.38773300564088,17.180302814811146,46.38773300564088,17.180302814811146
Duncan Robinson ,46.387671982191975,16.313828787069355,46.387671982191975,16.313828787069355
Isaiah Roby ,46.34266135754789,22.468901257498153,46.34266135754789,22.468901257498153
Monte Morris ,46.325584465155956,16.80304437889055,46.325584465155956,16.80304437889055
Jarrett Allen ,46.31920664013877,17.55701999850238,46.31920664013877,17.55701999850238
Ricky Rubio ,46.30155574874978,18.840037836102056,46.30155574874978,18.840037836102056
Kristaps Porziņģis ,46.2570591377165,13.670064920013198,46.2570591377165,13.670064920013198
Sterling Brown ,46.215966714816716,25.426321651630133,46.215966714816716,25.426321651630133
Ivica Zubac ,46.21307811510785,18.83573678161417,46.21307811510785,18.83573678161417
Tristan Thompson ,46.18334691478471,15.574776527302104,46.18334691478471,15.574776527302104
Kevin Huerter ,46.117851643367416,16.70106288803164,46.117851643367416,16.70106288803164
Sviatoslav Mykhailiuk ,46.116030909771574,27.40237126371333,46.116030909771574,27.40237126371333
Bojan Bogdanović ,46.10130072960091,20.142610703343163,46.10130072960091,20.142610703343163
Ish Smith ,46.04225722321533,20.113751739740866,46.04225722321533,20.113751739740866
Seth Curry ,46.0405556789045,19.637787998825246,46.0405556789045,19.637787998825246
Robin Lopez ,46.01139851548637,24.077843828084166,46.01139851548637,24.077843828084166
Keldon Johnson ,45.99001817659762,20.05290125622237,45.99001817659762,20.05290125622237
PJ Dozier ,45.94159597199875,22.88402031588771,45.94159597199875,22.88402031588771
Eric Bledsoe ,45.89595576810432,18.368817179679258,45.89595576810432,18.368817179679258
Dario Šarić ,45.85447543473953,22.572721998492245,45.85447543473953,22.572721998492245
Will Barton ,45.83279956718823,18.831679562218408,45.83279956718823,18.831679562218408
Gary Trent Jr. ,45.776170733924644,21.81259480124555,45.776170733924644,21.81259480124555
JaMychal Green ,45.7711547376054,20.26279853339605,45.7711547376054,20.26279853339605
Alize Johnson ,45.76751992663094,59.073152627790996,45.76751992663094,59.073152627790996
Pat Connaughton ,45.752517435856134,20.827221371400782,45.752517435856134,20.827221371400782
Nicolas Batum ,45.70780393495519,17.627877663371635,45.70780393495519,17.627877663371635
Jarred Vanderbilt ,45.677908135846,26.75444232686556,45.677908135846,26.75444232686556
Drew Eubanks ,45.67269117386582,27.05031593333215,45.67269117386582,27.05031593333215
Jordan Poole ,45.647146007880885,28.913555594813815,45.647146007880885,28.913555594813815
Patrick Williams ,45.62634729798477,20.604537834111483,45.62634729798477,20.604537834111483
Chuma Okeke ,45.48755300740418,18.091237392984283,45.48755300740418,18.091237392984283
Facundo Campazzo ,45.47126973807395,25.413456368922155,45.47126973807395,25.413456368922155
Dennis Smith Jr. ,45.46654177471011,22.707121222854074,45.46654177471011,22.707121222854074
Mo Bamba ,45.45192437558456,26.034213017228375,45.45192437558456,26.034213017228375
Patty Mills ,45.35515330133467,18.178208462615995,45.35515330133467,18.178208462615995
Kenrich Williams ,45.33421804082756,24.231981491987113,45.33421804082756,24.231981491987113
DeAndre Jordan ,45.298889576572755,19.90112659850936,45.298889576572755,19.90112659850936
Gorgui Dieng ,45.27387236805622,30.32550104748195,45.27387236805622,30.32550104748195
Maxi Kleber ,45.26995143017339,19.039356756144308,45.26995143017339,19.039356756144308
Furkan Korkmaz ,45.258176794376304,26.018660173013714,45.258176794376304,26.018660173013714
DeAndre' Bembry ,45.24617993677126,28.21748063806651,45.24617993677126,28.21748063806651
John Collins ,45.19955413386867,16.098400354295652,45.19955413386867,16.098400354295652
Wayne Ellington ,45.15297865609715,26.39911199486899,45.15297865609715,26.39911199486899
Robert Covington ,45.14447590645336,16.116828173838588,45.14447590645336,16.116828173838588
Serge Ibaka ,45.11598229601341,14.874046226785723,45.11598229601341,14.874046226785723
Michael Carter-Williams ,45.00285754896356,19.503425939322725,45.00285754896356,19.503425939322725
Jeff Green ,44.983219336572226,20.143612306814447,44.983219336572226,20.143612306814447
Eric Gordon ,44.94267501675319,16.22864265087313,44.94267501675319,16.22864265087313
Torrey Craig ,44.876734716246624,28.093233340251526,44.876734716246624,28.093233340251526
Kevin Love ,44.854736247102345,19.890670232315557,44.854736247102345,19.890670232315557
Terrence Ross ,44.743864753013106,18.29316587781571,44.743864753013106,18.29316587781571
Markelle Fultz ,44.73411172968286,18.640366307714583,44.73411172968286,18.640366307714583
Steven Adams ,44.55831511616582,17.273841379348706,44.55831511616582,17.273841379348706
Jordan Nwora ,44.54775980758964,49.92755315497094,44.54775980758964,49.92755315497094
Immanuel Quickley ,44.54511827765505,26.840076664445537,44.54511827765505,26.840076664445537
Kent Bazemore ,44.45981444951236,26.769435564406415,44.45981444951236,26.769435564406415
Raul Neto ,44.45291681179297,22.92965117769956,44.45291681179297,22.92965117769956
Reggie Jackson ,44.393001410375874,23.240824367998485,44.393001410375874,23.240824367998485
George Hill ,44.38521613258767,20.484185619340042,44.38521613258767,20.484185619340042
Joe Harris ,44.32619134283043,15.763809200613938,44.32619134283043,15.763809200613938
Blake Griffin ,44.32288502943922,16.724950080093233,44.32288502943922,16.724950080093233
Danilo Gallinari ,44.319114380187834,24.499120724969416,44.319114380187834,24.499120724969416
D.J. Augustin ,44.2701063936469,23.98271062326746,44.2701063936469,23.98271062326746
Jaxson Hayes ,44.26284695433737,23.29642170301795,44.26284695433737,23.29642170301795
Andre Iguodala ,44.25629213723548,20.75055638828152,44.25629213723548,20.75055638828152
Kyle Kuzma ,44.207545250097326,17.790710221902152,44.207545250097326,17.790710221902152
James Wiseman ,44.14818278119552,16.203492853738176,44.14818278119552,16.203492853738176
Marc Gasol ,44.14778130715339,21.0489668541446,44.14778130715339,21.0489668541446
Garrett Temple ,44.09386657981189,19.805907059410572,44.09386657981189,19.805907059410572
Jordan McLaughlin ,44.07639484011543,20.419827985648823,44.07639484011543,20.419827985648823
Ben Simmons ,44.04930906039134,12.747907372414604,44.04930906039134,12.747907372414604
Terance Mann ,44.0480696619273,29.20498249708497,44.0480696619273,29.20498249708497
Malik Monk ,44.03024356820223,28.703484479085834,44.03024356820223,28.703484479085834
Patrick Beverley ,44.023013696814175,22.31841878573409,44.023013696814175,22.31841878573409
Mitchell Robinson ,44.00251455099715,14.47369969777875,44.00251455099715,14.47369969777875
Rui Hachimura ,43.9851646350973,17.28664348373499,43.9851646350973,17.28664348373499
Jaden McDaniels ,43.93229068115991,22.26901198232483,43.93229068115991,22.26901198232483
Dwayne Bacon ,43.89063405081007,19.670971261890223,43.89063405081007,19.670971261890223
Goga Bitadze ,43.72748451605507,24.576763827106603,43.72748451605507,24.576763827106603
James Ennis ,43.705707056662746,18.328214918355233,43.705707056662746,18.328214918355233
Cedi Osman ,43.55249276667179,24.45129993800188,43.55249276667179,24.45129993800188
Bismack Biyombo ,43.48329185256551,23.09808956401291,43.48329185256551,23.09808956401291
Marquese Chriss ,43.401162790697676,12.867698983220311,43.401162790697676,12.867698983220311
Kira Lewis Jr. ,43.34931350774176,25.866570262885066,43.34931350774176,25.866570262885066
Anthony Davis ,43.329951633020286,15.090260109035718,43.329951633020286,15.090260109035718
Dāvis Bertāns ,43.31645578656506,20.63346593117509,43.31645578656506,20.63346593117509
LaMarcus Aldridge ,43.26959352980885,20.010619946816632,43.26959352980885,20.010619946816632
Bryn Forbes ,43.21573878173572,24.07514227795941,43.21573878173572,24.07514227795941
Xavier Tillman Sr. ,43.19955046916475,25.34584857014148,43.19955046916475,25.34584857014148
Montrezl Harrell ,43.159175807993826,17.049875909894507,43.159175807993826,17.049875909894507
Terence Davis ,43.12073478591246,28.450100260669267,43.12073478591246,28.450100260669267
Lonnie Walker ,43.07880893722822,21.649954622205524,43.07880893722822,21.649954622205524
Alex Len ,43.05368019472054,29.13229801096177,43.05368019472054,29.13229801096177
Larry Nance Jr. ,43.01220860730415,20.240036422942932,43.01220860730415,20.240036422942932
Tyus Jones ,42.983457078662056,19.7225518914377,42.983457078662056,19.7225518914377
Malachi Flynn ,42.9428199834069,31.253842403868003,42.9428199834069,31.253842403868003
James Johnson ,42.849647922299646,26.050502913604237,42.849647922299646,26.050502913604237
Dwight Powell ,42.84739382036084,29.395105000411675,42.84739382036084,29.395105000411675
Saben Lee ,42.813666670797424,28.32701116915492,42.813666670797424,28.32701116915492
Kevon Looney ,42.76576170610373,18.148807168052965,42.76576170610373,18.148807168052965
Aaron Holiday ,42.64227472938333,28.07911412884088,42.64227472938333,28.07911412884088
Elfrid Payton ,42.587470366390086,20.182171729972566,42.587470366390086,20.182171729972566
Frank Jackson ,42.523313168721366,29.30843811247882,42.523313168721366,29.30843811247882
Aron Baynes ,42.518065659221946,24.237118142812992,42.518065659221946,24.237118142812992
Brad Wanamaker ,42.3119701030088,22.80425368471464,42.3119701030088,22.80425368471464
Juan Hernangómez ,42.25272581570422,29.991714331631844,42.25272581570422,29.991714331631844
Payton Pritchard ,42.21844443003709,26.85405889432408,42.21844443003709,26.85405889432408
Tyrese Maxey ,42.20236476238425,29.859370457059683,42.20236476238425,29.859370457059683
Al-Farouq Aminu ,42.136628468816276,26.909915556683675,42.136628468816276,26.909915556683675
Landry Shamet ,42.09993551418992,23.895310574424467,42.09993551418992,23.895310574424467
Anfernee Simons ,42.01977603678881,25.885760565819794,42.01977603678881,25.885760565819794
Aaron Gordon ,41.90794002938503,16.93968565842423,41.90794002938503,16.93968565842423
Jaylen Nowell ,41.871644106534255,25.70355438323788,41.871644106534255,25.70355438323788
Lou Williams ,41.78991778098966,19.423556043008027,41.78991778098966,19.423556043008027
Damion Lee ,41.773726052126456,21.042837557291282,41.773726052126456,21.042837557291282
Ignas Brazdeikis ,41.593183517525624,33.26716433455616,41.593183517525624,33.26716433455616
R.J. Hampton ,41.563556982517476,28.13274628187213,41.563556982517476,28.13274628187213
Jeff Teague ,41.45748259716349,31.511378813083486,41.45748259716349,31.511378813083486
Gary Harris ,41.35834904590089,19.145823252456044,41.35834904590089,19.145823252456044
Damian Jones ,41.355788545868,27.867820757964243,41.355788545868,27.867820757964243
Abdel Nader ,41.21294839036774,22.343739012676835,41.21294839036774,22.343739012676835
Chimezie Metu ,41.174816376966724,25.452023377720565,41.174816376966724,25.452023377720565
Eric Paschall ,41.138206469772726,18.84816054811684,41.138206469772726,18.84816054811684
Danuel House ,41.00508469107466,20.545411498207834,41.00508469107466,20.545411498207834
Matisse Thybulle ,40.84621665644038,22.916082286871838,40.84621665644038,22.916082286871838
Denzel Valentine ,40.712095972252214,26.94024179401499,40.712095972252214,26.94024179401499
Isaiah Hartenstein ,40.693042938931036,24.327773841542495,40.693042938931036,24.327773841542495
Austin Rivers ,40.68415075508913,26.80784323080515,40.68415075508913,26.80784323080515
Willie Cauley-Stein ,40.5614074352891,26.27993170489002,40.5614074352891,26.27993170489002
Otto Porter ,40.45339766917601,21.014961841181954,40.45339766917601,21.014961841181954
Luke Kennard ,40.39845832723742,28.10451972687678,40.39845832723742,28.10451972687678
Nemanja Bjelica ,40.26155394853862,33.974511194813765,40.26155394853862,33.974511194813765
Ben McLemore ,40.19364951526145,25.095899572224177,40.19364951526145,25.095899572224177
Justin Jackson ,40.15946961205151,22.386282403037306,40.15946961205151,22.386282403037306
Jaylen Hoard ,40.1078217162453,24.89419186737076,40.1078217162453,24.89419186737076
Thomas Bryant ,40.091129269793875,20.11058611930768,40.091129269793875,20.11058611930768
Deni Avdija ,40.06671418398153,23.352627728215012,40.06671418398153,23.352627728215012
Jalen McDaniels ,39.86394178766122,26.432906972489032,39.86394178766122,26.432906972489032
Dean Wade ,39.517347889968114,27.918478934993324,39.517347889968114,27.918478934993324
D.J. Wilson ,39.509500476238166,29.61399202728032,39.509500476238166,29.61399202728032
Moritz Wagner ,39.481998988249245,29.51636801132148,39.481998988249245,29.51636801132148
Derrick Jones Jr. ,39.318112395263306,20.94922953636034,39.318112395263306,20.94922953636034
Georges Niang ,39.18096847297329,25.81528699711756,39.18096847297329,25.81528699711756
