PlayerName,PointCostRatio_x,PointCostRatio_y,Average,StandardDeviation
Josh Okogie ,39.16131122255778,20.289264798140564,39.16131122255778,20.289264798140564
Devin Vassell ,39.15131937859334,23.380112922374884,39.15131937859334,23.380112922374884
Chasson Randle ,38.90620094512941,23.755584311784972,38.90620094512941,23.755584311784972
Damyean Dotson ,38.83660061818143,21.19062490868679,38.83660061818143,21.19062490868679
Edmond Sumner ,38.82843293711724,25.01561069117624,38.82843293711724,25.01561069117624
Jerome Robinson ,38.73845598845598,29.21834387929355,38.73845598845598,29.21834387929355
Avery Bradley ,38.552591707649846,15.450385710800695,38.552591707649846,15.450385710800695
Matthew Dellavedova ,38.43467248266009,20.306179406642467,38.43467248266009,20.306179406642467
Markieff Morris ,38.390340719257196,21.690837892707084,38.390340719257196,21.690837892707084
Timothé Luwawu-Cabarrot ,38.38063713011922,23.138704045588895,38.38063713011922,23.138704045588895
Yuta Watanabe ,38.20357459093397,25.036149531076152,38.20357459093397,25.036149531076152
Dante Exum ,38.08635944665357,26.308885905467143,38.08635944665357,26.308885905467143
Onyeka Okongwu ,37.959184894831196,32.45556850571307,37.959184894831196,32.45556850571307
Brandon Goodwin ,37.94816372609242,27.774005220895155,37.94816372609242,27.774005220895155
Stanley Johnson ,37.93349001947095,30.637387436846826,37.93349001947095,30.637387436846826
Rodney McGruder ,37.85545569034065,35.07057775120692,37.85545569034065,35.07057775120692
Max Strus ,37.75114723781859,28.627026871189244,37.75114723781859,28.627026871189244
Maurice Harkless ,37.59511765868544,28.876360007145635,37.59511765868544,28.876360007145635
Luke Kornet ,37.419466845878134,31.34840602638831,37.419466845878134,31.34840602638831
Dylan Windler ,37.235134880041166,23.469398041812312,37.235134880041166,23.469398041812312
J.J. Redick ,37.15087113629415,22.976414756683926,37.15087113629415,22.976414756683926
Jevon Carter ,37.05336078101817,32.44351863927581,37.05336078101817,32.44351863927581
John Konchar ,36.78841457646901,25.467942175595404,36.78841457646901,25.467942175595404
Cody Martin ,36.58386630201893,23.22657506794289,36.58386630201893,23.22657506794289
Tyler Cook ,36.577572782839916,25.54510214182392,36.577572782839916,25.54510214182392
Precious Achiuwa,36.55952425395528,28.562931537750053,36.55952425395528,28.562931537750053
Caleb Martin ,36.55116308468145,26.807021693857145,36.55116308468145,26.807021693857145
Mychal Mulder ,36.531878220778175,27.611488367757925,36.531878220778175,27.611488367757925
T.J. Warren ,36.522925661280894,17.90558178654391,36.522925661280894,17.90558178654391
Grant Williams ,36.4827481466726,19.91749839862473,36.4827481466726,19.91749839862473
Tony Snell ,36.44545003972698,21.43929755564568,36.44545003972698,21.43929755564568
Tyler Johnson ,36.00397796926164,23.158404083226976,36.00397796926164,23.158404083226976
Trey Lyles ,35.72148249633722,25.79442800843345,35.72148249633722,25.79442800843345
Solomon Hill ,35.47190635403886,22.171057246569273,35.47190635403886,22.171057246569273
Jake Layman ,35.353716108773135,22.43816346086635,35.353716108773135,22.43816346086635
Tremont Waters ,35.219799330315034,30.956265145399243,35.219799330315034,30.956265145399243
Troy Brown Jr. ,35.07579136054443,21.784228904628208,35.07579136054443,21.784228904628208
Paul Reed ,34.998389097653806,36.61886008551097,34.998389097653806,36.61886008551097
Kelan Martin ,34.994339192557284,28.976140540457255,34.994339192557284,28.976140540457255
Chris Chiozza ,34.77986317344036,31.293907272435575,34.77986317344036,31.293907272435575
DaQuan Jeffries ,34.71046721792822,29.334988248973936,34.71046721792822,29.334988248973936
Patrick Patterson ,34.64396289194676,21.221568562931097,34.64396289194676,21.221568562931097
Boban Marjanović ,34.517427076703235,33.56712085940299,34.517427076703235,33.56712085940299
Lamar Stevens ,34.45865285378264,25.402767102335645,34.45865285378264,25.402767102335645
Jabari Parker ,34.43856456724104,24.223544235734185,34.43856456724104,24.223544235734185
P.J. Tucker ,34.43234672658447,19.131210213553455,34.43234672658447,19.131210213553455
Trey Burke ,34.38787267548134,26.04423410687304,34.38787267548134,26.04423410687304
Ed Davis ,34.17606898373876,19.431277966662233,34.17606898373876,19.431277966662233
Brodric Thomas ,33.994716068245474,23.564458124549674,33.994716068245474,23.564458124549674
Aaron Nesmith ,33.989202150966854,27.664037863379573,33.989202150966854,27.664037863379573
Gabe Vincent ,33.767172408803305,32.50904290309008,33.767172408803305,32.50904290309008
Sekou Doumbouya ,33.5828866368726,23.970913636702956,33.5828866368726,23.970913636702956
Nassir Little ,33.52316291297292,30.56332005423832,33.52316291297292,30.56332005423832
JaKarr Sampson ,33.089555876372465,24.308252114808894,33.089555876372465,24.308252114808894
Josh Hall ,33.03565381838627,32.95515837864293,33.03565381838627,32.95515837864293
Amir Coffey ,32.97335203366059,24.616647339643798,32.97335203366059,24.616647339643798
Mike Scott ,32.952678065028955,20.240390874175045,32.952678065028955,20.240390874175045
Mason Jones ,32.85818360888671,27.39579268762645,32.85818360888671,27.39579268762645
Paul Watson ,32.85439514217103,35.06191738704289,32.85439514217103,35.06191738704289
Mamadi Diakite ,32.83541055718475,33.359460456408875,32.83541055718475,33.359460456408875
Semi Ojeleye ,32.64633256947522,23.593226635016077,32.64633256947522,23.593226635016077
Wenyen Gabriel ,32.54440405398067,27.628023914259888,32.54440405398067,27.628023914259888
Jarrett Culver ,32.35345614041875,23.114998478213653,32.35345614041875,23.114998478213653
Chandler Hutchison ,32.332638992347135,24.53197278107743,32.332638992347135,24.53197278107743
Wesley Matthews ,32.32940951048805,22.530436610300693,32.32940951048805,22.530436610300693
E'Twaun Moore ,32.24607211496857,25.195610392383585,32.24607211496857,25.195610392383585
Thanasis Antetokounmpo ,32.127989091225345,29.916788558557656,32.127989091225345,29.916788558557656
Nico Mannion ,31.99333239490541,28.4803387458381,31.99333239490541,28.4803387458381
Harry Giles ,31.776351600940956,17.7362745859086,31.776351600940956,17.7362745859086
Nathan Knight ,31.580845521939487,30.70403637805926,31.580845521939487,30.70403637805926
Nicolò Melli ,31.578409126292197,21.686481935693777,31.578409126292197,21.686481935693777
Spencer Dinwiddie ,31.452020202020204,3.6253647843225627,31.452020202020204,3.6253647843225627
Carsen Edwards ,31.34406710670068,27.20738182608227,31.34406710670068,27.20738182608227
KZ Okpala ,31.126694717157555,26.426851595155306,31.126694717157555,26.426851595155306
Gary Clark ,31.12178132322493,19.781354906180706,31.12178132322493,19.781354906180706
Garrison Mathews ,30.953550637471583,23.584741834779305,30.953550637471583,23.584741834779305
Keita Bates-Diop ,30.485897891723436,23.58678677651546,30.485897891723436,23.58678677651546
Trent Forrest ,30.43024015569082,25.168558741041167,30.43024015569082,25.168558741041167
Jahlil Okafor ,30.387246007909848,18.92890577519468,30.387246007909848,18.92890577519468
Skylar Mays ,30.32839640198511,29.605618288187483,30.32839640198511,29.605618288187483
Reggie Perry ,30.23574114803954,25.100007200794373,30.23574114803954,25.100007200794373
Obi Toppin ,29.935137451687492,16.743908125495793,29.935137451687492,16.743908125495793
Glenn Robinson III ,29.92196464337227,19.24456690889599,29.92196464337227,19.24456690889599
Rodney Hood ,29.681914596217453,20.389014449936614,29.681914596217453,20.389014449936614
Javonte Green ,29.51329890460583,19.4880075370401,29.51329890460583,19.4880075370401
Langston Galloway ,29.218291788856305,21.64935583635551,29.218291788856305,21.64935583635551
Anthony Gill ,29.001846421201257,26.947895234896972,29.001846421201257,26.947895234896972
Tacko Fall ,28.96887796887797,16.588682102028557,28.96887796887797,16.588682102028557
Sam Merrill ,28.82385190918472,27.3047836841677,28.82385190918472,27.3047836841677
Kevin Knox ,28.702621381447635,20.617028547103867,28.702621381447635,20.617028547103867
Justin James ,28.186626344086022,32.27914412565746,28.186626344086022,32.27914412565746
Killian Tillie ,28.143241167434716,24.884317640229177,28.143241167434716,24.884317640229177
Alfonzo McKinnie ,27.93650793650794,24.52693962148085,27.93650793650794,24.52693962148085
Romeo Langford ,27.74291300097752,22.25731115393157,27.74291300097752,22.25731115393157
Ryan Arcidiacono ,27.555074049381453,19.897731305291018,27.555074049381453,19.897731305291018
Josh Green ,27.33344194634517,17.779511682084355,27.33344194634517,17.779511682084355
Mfiondu Kabengele ,27.23721590909091,24.446101488428116,27.23721590909091,24.446101488428116
Kyle Guy ,27.210105083088955,27.57773223199983,27.210105083088955,27.57773223199983
Zeke Nnaji ,27.141388489025566,19.492724063377235,27.141388489025566,19.492724063377235
Frank Ntilikina ,26.992940578214505,22.547114789184377,26.992940578214505,22.547114789184377
Luka Šamanić ,26.794841762326744,25.600460302429013,26.794841762326744,25.600460302429013
Shaquille Harrison ,26.700261544011546,17.5312819892114,26.700261544011546,17.5312819892114
Rondae Hollis-Jefferson ,26.451469150710135,18.979366328138262,26.451469150710135,18.979366328138262
Isaiah Joe ,25.777266589383892,23.12032256431624,25.777266589383892,23.12032256431624
Daniel Oturu ,25.268817204301076,29.293032860384095,25.268817204301076,29.293032860384095
Jarrell Brantley ,25.260416666666668,20.21577755212589,25.260416666666668,20.21577755212589
Wesley Iwundu ,23.86995167301792,17.957967168988993,23.86995167301792,17.957967168988993
Tre Jones ,23.62270714737508,20.181091372729163,23.62270714737508,20.181091372729163
Markus Howard ,23.507896505376344,31.859707785307375,23.507896505376344,31.859707785307375
Jahmi'us Ramsey ,23.34139784946236,20.860392301467712,23.34139784946236,20.860392301467712
Vlatko Čančar ,23.221727473980792,20.94579247755077,23.221727473980792,20.94579247755077
Matt Thomas ,23.209537376204043,18.90961395297818,23.209537376204043,18.90961395297818
Deividas Sirvydis ,22.98611111111111,20.64753003710121,22.98611111111111,20.64753003710121
Miye Oni ,22.95698924731183,15.900207763721523,22.95698924731183,15.900207763721523
Jalen Smith ,22.854166666666668,27.019550580852933,22.854166666666668,27.019550580852933
Quinn Cook ,22.163978494623656,16.222195098943555,22.163978494623656,16.222195098943555
Sindarius Thornwell ,21.99292326901435,18.68998813987572,21.99292326901435,18.68998813987572
Isaac Bonga ,21.214938087296975,17.334440525858806,21.214938087296975,17.334440525858806
Quinndary Weatherspoon ,20.542114695340498,21.57604418325433,20.542114695340498,21.57604418325433
Nate Hinton ,20.435606060606062,16.93258082480133,20.435606060606062,16.93258082480133
Bruno Fernando ,20.293945769050964,22.436375922635374,20.293945769050964,22.436375922635374
Sean McDermott ,19.899804496578692,17.723312525373196,19.899804496578692,17.723312525373196
Devontae Cacok ,19.863636363636363,18.108849791506632,19.863636363636363,18.108849791506632
Vernon Carey Jr. ,19.3803376547279,26.066825477582043,19.3803376547279,26.066825477582043
CJ Elleby ,19.11646158621965,22.552411981030446,19.11646158621965,22.552411981030446
Cristiano Felício ,18.81607639672156,16.80600889129227,18.81607639672156,16.80600889129227
Devon Dotson ,18.4375,23.151663092923883,18.4375,23.151663092923883
Cassius Winston ,18.434139784946236,17.062912285786304,18.434139784946236,17.062912285786304
Udonis Haslem ,17.5,,17.5,
Kris Dunn ,16.865479390681003,9.702298517504993,16.865479390681003,9.702298517504993
Bol Bol ,16.556451612903224,9.934114808645885,16.556451612903224,9.934114808645885
Juwan Morgan ,15.338827838827838,25.61391189201228,15.338827838827838,25.61391189201228
Cassius Stanley ,15.043988269794722,11.640860616859698,15.043988269794722,11.640860616859698
Grant Riller ,14.583333333333334,10.668619612885466,14.583333333333334,10.668619612885466
Elijah Hughes ,13.653846153846157,10.049290913454932,13.653846153846157,10.049290913454932
Udoka Azubuike ,12.083333333333332,11.564175661505612,12.083333333333332,11.564175661505612
Kostas Antetokounmpo ,11.944444444444445,10.697477596892968,11.944444444444445,10.697477596892968
Tyrell Terry ,10.959433040078201,12.558781888644818,10.959433040078201,12.558781888644818
Tyler Bey ,10.547327336641853,7.921265069855893,10.547327336641853,7.921265069855893
Nick Richards ,9.237231182795698,6.649470809593465,9.237231182795698,6.649470809593465
Keljin Blevins ,7.9227761485826,7.2360487576362145,7.9227761485826,7.2360487576362145
Jared Harper ,3.666666666666667,3.0390970881350783,3.666666666666667,3.0390970881350783
