PlayerName,PointCostRatio
Carsen Edwards ,31.34406710670068
KZ Okpala ,31.126694717157555
Gary Clark ,31.12178132322493
Garrison Mathews ,30.953550637471583
Keita Bates-Diop ,30.485897891723436
Trent Forrest ,30.43024015569082
Jahlil Okafor ,30.387246007909848
Skylar Mays ,30.32839640198511
Reggie Perry ,30.23574114803954
Obi Toppin ,29.935137451687492
Glenn Robinson III ,29.92196464337227
Rodney Hood ,29.681914596217453
Javonte Green ,29.51329890460583
Langston Galloway ,29.218291788856305
Anthony Gill ,29.001846421201257
Tacko Fall ,28.96887796887797
Sam Merrill ,28.82385190918472
Kevin Knox ,28.702621381447635
Justin James ,28.186626344086022
Killian Tillie ,28.143241167434716
Alfonzo McKinnie ,27.93650793650794
Romeo Langford ,27.74291300097752
Ryan Arcidiacono ,27.555074049381453
Josh Green ,27.33344194634517
Mfiondu Kabengele ,27.23721590909091
Kyle Guy ,27.210105083088955
Zeke Nnaji ,27.141388489025566
Frank Ntilikina ,26.992940578214505
Luka Šamanić ,26.794841762326744
Shaquille Harrison ,26.700261544011546
Rondae Hollis-Jefferson ,26.451469150710135
Isaiah Joe ,25.777266589383892
Daniel Oturu ,25.268817204301076
Jarrell Brantley ,25.260416666666668
Wesley Iwundu ,23.86995167301792
Tre Jones ,23.62270714737508
Markus Howard ,23.507896505376344
Jahmi'us Ramsey ,23.34139784946236
Vlatko Čančar ,23.221727473980792
Matt Thomas ,23.209537376204043
Deividas Sirvydis ,22.98611111111111
Miye Oni ,22.95698924731183
Jalen Smith ,22.854166666666668
Quinn Cook ,22.163978494623656
Sindarius Thornwell ,21.99292326901435
Isaac Bonga ,21.214938087296975
Quinndary Weatherspoon ,20.542114695340498
Nate Hinton ,20.435606060606062
Bruno Fernando ,20.293945769050964
Sean McDermott ,19.899804496578692
Devontae Cacok ,19.863636363636363
Vernon Carey Jr. ,19.3803376547279
CJ Elleby ,19.11646158621965
Cristiano Felício ,18.81607639672156
Devon Dotson ,18.4375
Cassius Winston ,18.434139784946236
Udonis Haslem ,17.5
Kris Dunn ,16.865479390681003
Bol Bol ,16.556451612903224
Juwan Morgan ,15.338827838827838
Cassius Stanley ,15.043988269794722
Grant Riller ,14.583333333333334
Elijah Hughes ,13.653846153846157
Udoka Azubuike ,12.083333333333332
Kostas Antetokounmpo ,11.944444444444445
Tyrell Terry ,10.959433040078201
Tyler Bey ,10.547327336641853
Nick Richards ,9.237231182795698
Keljin Blevins ,7.9227761485826
Jared Harper ,3.666666666666667
