,PlayerFullName,DraftKingTotals
202,Kemba Walker ,9.187093419183338
203,Kenrich Williams ,9.668621446514011
204,Kent Bazemore ,9.985531992000954
205,Kentavious Caldwell-Pope ,8.51517289198351
206,Kenyon Martin Jr. ,12.47779550938516
207,Kevin Durant ,13.069433194810458
208,Kevin Huerter ,8.936250016918526
209,Kevin Knox ,7.196403173885897
210,Kevin Love ,12.10737550696544
211,Kevin Porter Jr. ,15.47135380183449
212,Kevon Looney ,6.157160188325414
213,Khem Birch ,10.988361663132542
214,Khris Middleton ,10.034357133889054
215,Killian Hayes ,10.092709668941163
216,Killian Tillie ,7.255322589820038
217,Kira Lewis Jr. ,8.353943329197856
218,Kris Dunn ,2.5248762345905194
219,Kristaps Porziņģis ,11.172561707379597
220,Kyle Anderson ,8.674661966335002
221,Kyle Kuzma ,10.310416788815424
222,Kyle Lowry ,10.663049941642916
223,LaMarcus Aldridge ,10.32787490241821
224,LaMelo Ball ,12.227003224140297
225,Lamar Stevens ,7.489511897416177
226,Landry Shamet ,8.862664597652998
227,Lauri Markkanen ,9.541876228540396
228,LeBron James ,11.555621418324346
229,Lonnie Walker ,9.234334535960556
230,Lonzo Ball ,12.028310810033174
231,Lou Williams ,10.198844717242908
232,Luguentz Dort ,11.369508312520672
233,Luka Dončić ,14.080235966481345
234,Luka Šamanić ,8.097008894048654
235,Luke Kennard ,10.103484010226634
236,Malcolm Brogdon ,11.536981756592494
237,Malik Beasley ,10.170215190792524
238,Malik Monk ,12.116984760509157
239,Mamadi Diakite ,9.585359715687298
240,Marc Gasol ,7.9368426913977554
241,Marcus Morris ,9.512055814968061
242,Marcus Smart ,7.836424360904939
243,Markieff Morris ,9.055647258355393
244,Markus Howard ,7.792633148133009
245,Marquese Chriss ,4.419417382415922
246,Marvin Bagley III ,9.695141977420842
247,Mason Plumlee ,10.415872588780754
248,Matisse Thybulle ,7.434010574458032
249,Maurice Harkless ,10.27385435624495
250,Max Strus ,8.822535286406739
251,Maxi Kleber ,7.436060785120035
252,Mfiondu Kabengele ,7.254245115773942
253,Michael Carter-Williams ,9.620800997212083
254,Michael Porter Jr. ,10.388833854310068
255,Mikal Bridges ,9.598813761168648
256,Mike Conley ,8.978735772837476
257,Mike Muscala ,7.37301461668259
258,Mitchell Robinson ,7.82100665907467
259,Miye Oni ,4.4427702559517765
260,Mo Bamba ,12.677799503129314
261,Monte Morris ,6.785632472224208
262,Montrezl Harrell ,10.273032311907736
263,Moritz Wagner ,10.384319472603437
264,Moses Brown ,14.040582002462891
265,Mychal Mulder ,8.620207667219432
266,Myles Turner ,10.081034414017948
267,Naji Marshall ,12.977764793378634
268,Nassir Little ,9.001618993467016
269,Nathan Knight ,8.683861239260292
270,Naz Reid ,9.51604289942874
271,Nemanja Bjelica ,11.10127332874565
272,Nick Richards ,1.9093530540388073
273,Nickeil Alexander-Walker ,12.701558541060253
274,Nicolas Batum ,7.708633271268002
275,Nicolas Claxton ,8.049478419287839
276,Nikola Jokić ,12.052845218288715
277,Nikola Vučević ,11.380198400356207
278,Norman Powell ,11.111722418534598
279,OG Anunoby ,9.296410165822456
280,Obi Toppin ,5.435490147768032
281,Onyeka Okongwu ,9.714392068745534
282,Oshae Brissett ,16.24047339797939
283,Otto Porter ,11.170678620681953
284,P.J. Tucker ,7.507569081555547
285,P.J. Washington ,11.933751904736814
286,PJ Dozier ,7.893610177393678
287,Pascal Siakam ,12.969856880474822
288,Pat Connaughton ,7.496020541305181
289,Patrick Beverley ,9.444738115907613
290,Patrick Williams ,7.968956999126267
291,Paul George ,10.878772027099844
292,Paul Millsap ,7.6666334423766695
293,Paul Reed ,9.868934359119804
294,Payton Pritchard ,9.380651365796517
295,Precious Achiuwa ,8.95794477490032
296,R.J. Hampton ,12.481470580149491
297,RJ Barrett ,9.365993326172909
298,Rajon Rondo ,8.974420017274912
299,Reggie Bullock ,7.770628176641537
300,Reggie Jackson ,11.366261908355586
301,Richaun Holmes ,11.437809985646709
302,Ricky Rubio ,9.85509796968545
303,Robert Covington ,9.15709739558422
304,Robert Williams ,11.45915018341646
305,Robert Woodard ,3.2314559709684567
306,Robin Lopez ,8.317704324595116
307,Rodney Hood ,6.570813437131602
308,Rodney McGruder ,10.589647066828999
309,Romeo Langford ,6.500141401176909
310,Royce O'Neale ,7.590771957678671
311,Rudy Gay ,7.81428870972365
312,Rudy Gobert ,9.8107481711676
313,Rui Hachimura ,8.816199187165035
314,Russell Westbrook ,14.338423365746475
315,Saben Lee ,9.8031814179439
316,Saddiq Bey ,11.94785946333876
317,Sam Merrill ,7.499827584225084
318,Sekou Doumbouya ,7.740095000507624
319,Semi Ojeleye ,7.3957568894287276
320,Seth Curry ,9.016223889915484
321,Shai Gilgeous-Alexander ,11.090536506409416
322,Shake Milton ,9.364531191920099
323,Skylar Mays ,8.533592821279553
324,Solomon Hill ,7.173728057674952
325,Spencer Dinwiddie ,2.7424137786507217
326,Stephen Curry ,11.85925769546971
327,Sterling Brown ,8.965524929132817
328,Steven Adams ,9.22693573255521
329,Sviatoslav Mykhailiuk ,9.631155888724559
330,T.J. McConnell ,11.081932283937673
331,T.J. Warren ,11.374313166077325
332,Taj Gibson ,8.227291213216578
333,Talen Horton-Tucker ,10.49656823497749
334,Taurean Prince ,9.70331616058114
335,Terance Mann ,10.788006190520653
336,Terence Davis ,10.91497661384917
337,Terrence Ross ,10.546435164831307
338,Terry Rozier ,11.653016158595932
339,Thaddeus Young ,8.648983399791463
340,Thanasis Antetokounmpo ,8.439644557126
341,Thomas Bryant ,12.81451542414131
342,Théo Maledon ,9.058050963624316
343,Tim Hardaway Jr. ,9.87170877092568
344,Tobias Harris ,10.2074083497948
345,Tomáš Satoranský ,8.158081589492143
346,Tony Bradley ,10.199841510576656
347,Tony Snell ,7.1154782035190625
348,Torrey Craig ,9.209634761975071
349,Trae Young ,11.487417703252168
350,Tre Jones ,5.894212563332082
351,Trevor Ariza ,9.844786822791383
352,Trey Burke ,8.873181061322493
353,Trey Lyles ,10.03126289047723
354,Tristan Thompson ,6.926376390448784
355,Troy Brown Jr. ,6.4307855063097845
356,Ty Jerome ,7.592430752720007
357,Tyler Bey ,2.3502972277615295
358,Tyler Herro ,10.701973308899744
359,Tyrell Terry ,3.6005050150827955
360,Tyrese Haliburton ,10.131964455154202
361,Tyrese Maxey ,12.364018558625379
362,Tyus Jones ,8.648079885979644
363,Udoka Azubuike ,2.8720740804877445
364,Udonis Haslem ,
365,Vernon Carey Jr. ,7.429001176439008
366,Victor Oladipo ,9.778900446338227
367,Vlatko Čančar ,5.771434069580296
368,Wayne Ellington ,9.250024480970346
369,Wendell Carter Jr. ,9.203348798427703
370,Wenyen Gabriel ,8.397544283896336
371,Will Barton ,10.017193012224324
372,Willie Cauley-Stein ,8.852945111955544
373,Willy Hernangómez ,11.689997760524726
374,Xavier Tillman Sr. ,9.284639045716014
375,Yuta Watanabe ,7.676077668141908
376,Zach LaVine ,11.649889360475179
377,Zion Williamson ,9.685773466805488
