"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"235","Joshua Kelley","LAC","rb","7","@BLT","1.2","0","0","0","0","0","0","1.6638","6.6895","0.0395","0.1721","0.1393","0.9744","0.0035","0.0186","0.0093","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","KhaDarel Hodge","DET","wr","9","CIN","4.4","0","0","0","0","0","0","0.0229","0.1254","0.0008","2.4159","1.4892","23.0391","0.0957","0.0154","0.0077","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Patrick Ricard","BLT","rb","8","LAC","1.1","0","0","0","0","0","0","0.2793","1.2684","0.0096","0.5646","0.4482","3.4293","0.0204","0.008","0.004","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Chester Rogers","TEN","wr","13","BUF","4.3","0","0","0","0","0","0","0.05","0.2526","0.0016","2.4443","1.719","20.1468","0.0953","0.0396","0.0198","0.0042","12.5177","0.0133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","Jalen Guyton","LAC","wr","7","@BLT","4.3","0","0","0","0","0","0","0.5546","3.1434","0.0144","2.237","1.3299","20.3606","0.0921","0.0202","0.0101","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","Stephen Anderson","LAC","te","7","@BLT","1.8","0","0","0","0","0","0","0","0","0","1.0325","0.7397","7.5404","0.0554","0.0081","0.004","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","Ameer Abdullah","MIN","rb","7","@CAR","1","0","0","0","0","0","0","0.7844","3.2452","0.019","0.3087","0.2513","1.8357","0.0152","0.0086","0.0043","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Kalen Ballage","PIT","rb","7","SEA","1","0","0","0","0","0","0","1.1405","3.7391","0.028","0.3593","0.288","1.7228","0.0072","0.0115","0.0057","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","DeAndre Carter","WAS","wr","9","KC","4.2","0","0","0","0","0","0","0.2271","1.1017","0.008","2.3229","1.5612","20.4015","0.0822","0.077","0.0385","0.0067","46.1613","0.0323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","Jamal Agnew","JAX","wr","7","MIA","4.2","0","0","0","0","0","0","0.0232","0.1135","0.0008","2.6442","1.8626","18.6378","0.0812","0.0799","0.04","0.0044","61.9139","0.0473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","Luke Farrell","JAX","te","7","MIA","1.7","0","0","0","0","0","0","0","0","0","0.9916","0.7039","7.3996","0.0423","0.0099","0.005","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","J.J. Taylor","NE","rb","14","DAL","0.9","0","0","0","0","0","0","0.2483","1.0572","0.0061","0.4925","0.3976","3.0417","0.0146","0.0352","0.0176","0.0006","38.5193","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","Byron Pringle","KC","wr","12","@WAS","4.1","0","0","0","0","0","0","0.1391","0.7521","0.0047","2.0986","1.5114","17.5522","0.1226","0.0167","0.0083","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","Zach Gentry","PIT","te","7","SEA","1.6","0","0","0","0","0","0","0","0","0","0.8984","0.6127","6.8407","0.0472","0.0068","0.0034","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","Jack Stoll","PHI","te","14","TB","1.6","0","0","0","0","0","0","0","0","0","0.939","0.6605","7.0685","0.0468","0.0074","0.0037","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","Foster Moreau","LV","te","8","@DEN","1.6","0","0","0","0","0","0","0","0","0","0.813","0.585","6.313","0.0633","0.0061","0.003","0.0015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","Peyton Barber","LV","rb","8","@DEN","0.8","0","0","0","0","0","0","1.2509","3.955","0.0293","0.1626","0.1321","0.8507","0.0037","0.0107","0.0054","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","Kylen Granson","IND","te","14","HST","1.5","0","0","0","0","0","0","0","0","0","0.7795","0.5583","6.3396","0.0537","0.0062","0.0031","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","C.J. Ham","MIN","rb","7","@CAR","0.7","0","0","0","0","0","0","0.253","1.0375","0.0071","0.3087","0.2444","2.0942","0.0138","0.0046","0.0023","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","Gabe Nabers","LAC","rb","7","@BLT","0.7","0","0","0","0","0","0","0.2218","0.9545","0.0058","0.3442","0.2751","1.9028","0.0126","0.0051","0.0026","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","Jason Cabinda","DET","rb","9","CIN","0.7","0","0","0","0","0","0","0.0229","0.0983","0.0006","0.4487","0.3614","2.6247","0.0127","0.0047","0.0023","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","Gary Brightwell","NYG","rb","10","LA","0.7","0","0","0","0","0","0","1.0887","4.4733","0.0237","0.0658","0.0533","0.4029","0.0019","0.0094","0.0047","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","Blake Bell","KC","te","12","@WAS","1.4","0","0","0","0","0","0","0","0","0","0.6995","0.5203","5.2473","0.0524","0.0055","0.0027","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","Eric Saubert","DEN","te","11","LV","1.4","0","0","0","0","0","0","0","0","0","0.7714","0.5554","5.5517","0.0409","0.0061","0.0031","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","Michael Burton","KC","rb","12","@WAS","0.6","0","0","0","0","0","0","0.3476","1.3797","0.0097","0.2448","0.1987","1.4729","0.0081","0.0052","0.0026","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","Kylin Hill","GB","rb","13","@CHI","0.6","0","0","0","0","0","0","0.127","0.5372","0.0037","0.3259","0.2625","2.0025","0.0093","0.0428","0.0214","0.001","58.0598","0.0343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","Demarcus Robinson","KC","wr","12","@WAS","3.8","0","0","0","0","0","0","0.0464","0.2292","0.0016","1.9238","1.3368","16.793","0.1202","0.0152","0.0076","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","Devin Asiasi","NE","te","14","DAL","1.3","0","0","0","0","0","0","0","0","0","0.6895","0.4818","5.381","0.0411","0.0053","0.0027","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","Tommy Sweeney","BUF","te","7","@TEN","1.3","0","0","0","0","0","0","0","0","0","0.6857","0.4896","5.3272","0.0484","0.0053","0.0027","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","Dyami Brown","WAS","wr","9","KC","3.7","0","0","0","0","0","0","0.2064","1.2625","0.0067","1.991","1.2106","18.4112","0.0824","0.0158","0.0079","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","Adam Shaheen","MIA","te","14","@JAX","1.2","0","0","0","0","0","0","0","0","0","0.672","0.4894","5.0088","0.0403","0.0051","0.0026","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","Andy Janovich","CLV","rb","13","ARZ","0.4","0","0","0","0","0","0","0.2805","1.258","0.0113","0.1558","0.1236","0.9516","0.004","0.0037","0.0019","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"267","Royce Freeman","CAR","rb","13","MIN","0.4","0","0","0","0","0","0","0.4875","1.9489","0.0145","0.0663","0.0538","0.3767","0.002","0.0032","0.0016","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","Kendall Hinton","DEN","wr","11","LV","3.6","0","0","0","0","0","0","0.0727","0.4312","0.0026","2.0057","1.3342","16.7614","0.085","0.0154","0.0077","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"269","Chris Manhertz","JAX","te","7","MIA","1.1","0","0","0","0","0","0","0","0","0","0.6611","0.4781","4.796","0.0287","0.0052","0.0026","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","John Bates","WAS","te","9","KC","1.1","0","0","0","0","0","0","0","0","0","0.6305","0.435","4.7642","0.0299","0.0049","0.0024","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","Josh Oliver","BLT","te","8","LAC","1.1","0","0","0","0","0","0","0","0","0","0.5928","0.4159","4.517","0.0369","0.0046","0.0023","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","Rex Burkhead","HST","rb","10","@IND","0.3","0","0","0","0","0","0","0.0994","0.3541","0.0027","0.1625","0.1288","0.9267","0.0058","0.0024","0.0012","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","Derek Watt","PIT","rb","7","SEA","0.3","0","0","0","0","0","0","0","0","0","0.1797","0.1418","1.0553","0.0055","0.0018","0.0009","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","Giovanni Ricci","CAR","rb","13","MIN","0.3","0","0","0","0","0","0","0.0244","0.1073","0.0008","0.1658","0.1335","0.9679","0.0052","0.0019","0.0009","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","Jonathan Ward","ARZ","rb","12","@CLV","0.3","0","0","0","0","0","0","0.1158","0.4951","0.0038","0.1629","0.1265","0.898","0.0033","0.0025","0.0013","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","Jakob Johnson","NE","rb","14","DAL","0.3","0","0","0","0","0","0","0","0","0","0.1642","0.1308","1.0273","0.0065","0.0022","0.0011","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Khari Blasingame","TEN","rb","13","BUF","0.3","0","0","0","0","0","0","0.05","0.2229","0.0013","0.1528","0.1248","0.9726","0.0043","0.0019","0.001","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","Drew Sample","CIN","te","10","@DET","1","0","0","0","0","0","0","0","0","0","0.5316","0.4094","3.9156","0.0365","0.0052","0.0026","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","Corey Clement","DAL","rb","7","@NE","0.2","0","0","0","0","0","0","0.2502","1.0027","0.0073","0.0347","0.0282","0.1979","0.001","0.0023","0.0011","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","Matt Breida","BUF","rb","7","@TEN","0.1","0","0","0","0","0","0","0.0227","0.1022","0.0005","0.0343","0.0281","0.2014","0.0012","0.0006","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","Dare Ogunbowale","JAX","rb","7","MIA","0.1","0","0","0","0","0","0","0.0464","0.1844","0.001","0.0331","0.0258","0.2106","0.0009","0.0007","0.0004","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Jordan Wilkins","IND","rb","14","HST","0.1","0","0","0","0","0","0","0.0544","0.2548","0.0019","0.0312","0.0259","0.1811","0.0011","0.0006","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","Boston Scott","PHI","rb","14","TB","0.1","0","0","0","0","0","0","0.0433","0.1871","0.0013","0.0313","0.0257","0.1876","0.0008","0.0007","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","Antonio Williams","BUF","rb","7","@TEN","0.1","0","0","0","0","0","0","0.0227","0.0999","0.0008","0.0343","0.0276","0.216","0.0012","0.0005","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","Reggie Gilliam","BUF","rb","7","@TEN","0.1","0","0","0","0","0","0","0.0227","0.0979","0.0007","0.0343","0.0276","0.2092","0.0012","0.0005","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","D'Ernest Johnson","CLV","rb","13","ARZ","0.1","0","0","0","0","0","0","0.051","0.2417","0.0015","0.0312","0.0245","0.2111","0.0009","0.035","0.0175","0.0001","54.551","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","Ryan Nall","CHI","rb","10","GB","0.1","0","0","0","0","0","0","0.1105","0.4732","0.0033","0.0309","0.0243","0.1813","0.0007","0.0012","0.0006","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","Jake Funk","LA","rb","11","@NYG","0.1","0","0","0","0","0","0","0.1257","0.5552","0.0046","0.0346","0.0279","0.2112","0.0013","0.0014","0.0007","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","Ke'Shawn Vaughn","TB","rb","9","@PHI","0.1","0","0","0","0","0","0","0.0488","0.218","0.0015","0.0376","0.0307","0.2336","0.0015","0.0011","0.0005","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","DeeJay Dallas","SEA","rb","9","@PIT","0.1","0","0","0","0","0","0","0.0501","0.1974","0.0012","0.0307","0.0246","0.1922","0.001","0.0007","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","Eno Benjamin","ARZ","rb","12","@CLV","0.1","0","0","0","0","0","0","0.0463","0.1991","0.0015","0.0326","0.0254","0.1796","0.0007","0.0007","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","Mekhi Sargent","TEN","rb","13","BUF","0.1","0","0","0","0","0","0","0.1249","0.5672","0.0034","0.0306","0.025","0.1937","0.0009","0.0013","0.0007","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","Jermar Jefferson","DET","rb","9","CIN","0.1","0","0","0","0","0","0","0.0229","0.1004","0.0006","0.0345","0.028","0.2089","0.001","0.0005","0.0003","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","Nate McCrary","BLT","rb","8","LAC","0.1","0","0","0","0","0","0","0.0485","0.214","0.0014","0.0309","0.0249","0.1869","0.0009","0.0007","0.0004","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","Ray-Ray McCloud III","PIT","wr","7","SEA","3.3","0","0","0","0","0","0","0.1825","1.0246","0.0074","2.1201","1.5569","12.4528","0.0623","0.0931","0.0465","0.0048","78.5694","0.0598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","Preston Williams","MIA","wr","14","@JAX","3.2","0","0","0","0","0","0","0.0218","0.1228","0.0007","1.68","1.0102","15.5576","0.0929","0.0174","0.0087","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","Gabriel Davis","BUF","wr","7","@TEN","3.2","0","0","0","0","0","0","0.0227","0.1324","0.0007","1.5428","0.9204","15.8782","0.1069","0.0121","0.006","0.0024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","Noah Gray","KC","te","12","@WAS","0.7","0","0","0","0","0","0","0","0","0","0.3498","0.2483","2.7009","0.0264","0.0028","0.0014","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","Cam Sims","WAS","wr","9","KC","3.1","0","0","0","0","0","0","0.2064","1.1254","0.007","1.6592","1.1222","14.1221","0.0601","0.0139","0.0069","0.0047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Colin Thompson","CAR","te","13","MIN","0.6","0","0","0","0","0","0","0","0","0","0.3316","0.2326","2.4554","0.0183","0.0026","0.0013","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","Ben Ellefson","MIN","te","7","@CAR","0.6","0","0","0","0","0","0","0","0","0","0.3087","0.22","2.4539","0.0205","0.0025","0.0012","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","Jace Sternberger","WAS","te","9","KC","0.6","0","0","0","0","0","0","0","0","0","0.3318","0.2298","2.5369","0.0151","0.0025","0.0012","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","Chris Herndon","MIN","te","7","@CAR","0.6","0","0","0","0","0","0","0","0","0","0.3087","0.223","2.3204","0.0211","0.0029","0.0015","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","David Moore","DEN","wr","11","LV","3","0","0","0","0","0","0","0","0","0","1.6663","1.1125","14.0443","0.0776","0.0135","0.0068","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","Noah Brown","DAL","wr","7","@NE","3","0","0","0","0","0","0","0.05","0.2591","0.0015","1.7357","1.1533","13.6525","0.0787","0.0126","0.0063","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","N'Keal Harry","NE","wr","14","DAL","3","0","0","0","0","0","0","0.0248","0.151","0.0009","1.8714","1.214","12.9944","0.085","0.0157","0.0078","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Jesse James","CHI","te","10","GB","0.5","0","0","0","0","0","0","0","0","0","0.309","0.2139","1.8786","0.0152","0.0022","0.0011","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Mitchell Wilcox","CIN","te","10","@DET","0.4","0","0","0","0","0","0","0","0","0","0.1772","0.1308","1.4647","0.0134","0.0015","0.0007","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","Nick Westbrook-Ikhine","TEN","wr","13","BUF","2.8","0","0","0","0","0","0","0.025","0.1481","0.0007","1.5277","1.0414","13.4147","0.0637","0.0151","0.0076","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","Anthony Schwartz","CLV","wr","13","ARZ","2.8","0","0","0","0","0","0","0.255","1.5764","0.0086","1.5579","1.0637","11.8193","0.0585","0.0151","0.0075","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Derek Carrier","LV","te","8","@DEN","0.3","0","0","0","0","0","0","0","0","0","0.1626","0.1194","1.2056","0.0115","0.0013","0.0006","0.0003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Johnny Mundt","LA","te","11","@NYG","0.3","0","0","0","0","0","0","0","0","0","0.1732","0.1243","1.2624","0.0135","0.0014","0.0007","0.0004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Antony Auclair","HST","te","10","@IND","0.3","0","0","0","0","0","0","0","0","0","0.1625","0.1131","1.1798","0.0084","0.0013","0.0006","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Kaden Smith","NYG","te","10","LA","0.3","0","0","0","0","0","0","0","0","0","0.1644","0.12","1.1464","0.0098","0.0018","0.0009","0.0002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Josiah Deguara","GB","te","13","@CHI","0.3","0","0","0","0","0","0","0","0","0","0.1629","0.1137","1.2585","0.0131","0.0013","0.0006","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","Dede Westbrook","MIN","wr","7","@CAR","2.7","0","0","0","0","0","0","0.0253","0.133","0.0008","1.5435","1.1156","11.9081","0.0651","0.0102","0.0051","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
