"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"397","Logan Woodside","TEN","qb","13","BUF","0.3","0.4382","0.6549","5.3296","0.0278","0.021","0.0532","0.0632","0.2955","0.0021","0","0","0","0","0.0107","0.0054","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"398","Mason Rudolph","PIT","qb","7","SEA","0.3","0.4848","0.7305","5.2843","0.0318","0.0221","0.0387","0.0461","0.2054","0.002","0","0","0","0","0.0107","0.0054","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"399","Justin Tucker","BLT","k","8","LAC","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3789","0.3789","0.4168","0.4387","0.6441","0.7472","0.341","0.4871","2.6487","2.7143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"400","Brandon McManus","DEN","k","11","LV","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3414","0.3414","0.3414","0.3615","0.4931","0.5574","0.6069","0.9537","2.266","2.458","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"401","Colts DST","IND","dst","14","HST","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0289","0.0346","1.5071","1.0632","0.5316","0.0464","60.0896","0.0569","0.0277","0.0665","0.175","0.2646","0.2499","0.1475","0.0688","0","0","0","0","0","0","0","0","0","0"
"401","Randy Bullock","TEN","k","13","BUF","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.215","0.215","0.5159","0.5675","0.7309","0.9233","0.344","0.657","2.2245","2.3396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","Chase McLaughlin","CLV","k","13","ARZ","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3482","0.3502","0.4975","0.5061","0.7462","1.2126","0.199","0.2416","2.6123","2.6704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","Dolphins DST","MIA","dst","14","@JAX","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5366","0.0355","1.2372","1.1572","0.5786","0.2767","61.7433","0.0523","0.022","0.0525","0.1443","0.2376","0.2549","0.1782","0.1105","0","0","0","0","0","0","0","0","0","0"
"403","Zane Gonzalez","CAR","k","13","MIN","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6017","0.6017","0.4137","0.4432","0.4513","0.6769","0.3385","0.5115","2.4126","2.5008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"404","Greg Joseph","MIN","k","7","@CAR","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3409","0.3467","0.3896","0.4544","0.4383","0.6176","0.5358","0.6624","2.4044","2.4874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","Jason Sanders","MIA","k","14","@JAX","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.036","0","0.3601","0.3601","0.2881","0.3061","0.6122","0.8377","0.3601","0.4501","2.7259","2.7633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"406","Matthew Wright","JAX","k","7","MIA","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2988","0.3038","0.4183","0.453","0.2988","0.3689","0.717","1.29","2.0389","2.2242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"407","Jason Myers","SEA","k","9","@PIT","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1101","0.1105","0.5504","0.6055","0.7706","0.9247","0.2752","0.3932","2.4518","2.6524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"408","Rodrigo Blankenship","IND","k","14","HST","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4056","0.4056","0.5928","0.7039","0.5616","0.6819","0.1248","0.2652","2.989","3.1649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Steelers DST","PIT","dst","7","SEA","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.014","0.0349","1.597","1.2972","0.6486","0.1267","78.5694","0.0598","0.0087","0.0289","0.1025","0.2119","0.2735","0.2206","0.1539","0","0","0","0","0","0","0","0","0","0"
"409","Nick Folk","NE","k","14","DAL","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4586","0.4586","0.4169","0.4169","0.6671","0.8075","0.2502","0.365","2.2314","2.4591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"410","Greg Zuerlein","DAL","k","7","@NE","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0323","0","0.1937","0.1937","0.6455","0.6952","0.4519","0.6184","0.3551","0.7101","2.6152","2.7573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","Austin Seibert","DET","k","9","CIN","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1971","0.1986","0.4436","0.4436","0.4929","0.6824","0.5914","1.1624","1.9547","2.234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","Buccaneers DST","TB","dst","9","@PHI","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.883","0.0317","0.9913","1.5175","0.7588","0.1409","67.5244","0.0636","0.0272","0.0609","0.1583","0.246","0.249","0.1642","0.0944","0","0","0","0","0","0","0","0","0","0"
"412","Matt Prater","ARZ","k","12","@CLV","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3649","0.3649","0.3649","0.398","0.6487","1.1027","0.3243","0.4757","2.3096","2.4338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","Mason Crosby","GB","k","13","@CHI","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0457","0","0.32","0.3206","0.5028","0.5822","0.4114","0.4662","0.32","0.4571","2.8625","3.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","Chris Boswell","PIT","k","7","SEA","8.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4375","0.4375","0.3403","0.3403","0.7291","0.8385","0.243","0.3547","2.1315","2.2451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","Tyler Bass","BUF","k","7","@TEN","8.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0288","0","0.5185","0.5185","0.3457","0.4609","0.4033","0.5133","0.2881","0.4115","2.8714","2.9777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","Graham Gano","NYG","k","10","LA","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2692","0.2707","0.6154","0.6564","0.4231","0.4231","0.4231","0.5171","2.0156","2.1649","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","Harrison Butker","KC","k","12","@WAS","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0747","0","0.3362","0.3362","0.523","0.5684","0.2988","0.3303","0.2988","0.3803","3.0181","3.2658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","Evan McPherson","CIN","k","10","@DET","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1011","0.103","0.5731","0.615","0.4382","0.6917","0.3034","0.4798","3.2073","3.2073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"419","Dustin Hopkins","WAS","k","9","KC","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2934","0.313","0.4035","0.4483","0.8436","1.0708","0.1834","0.3503","1.9773","2.1368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","Matt Gay","LA","k","11","@NYG","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3585","0.3585","0.6095","0.7238","0.5378","0.6915","0.1076","0.1537","2.8449","3.1002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Packers DST","GB","dst","13","@CHI","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4368","0.0349","1.1363","1.2096","0.6048","0.0513","75.0248","0.063","0.0192","0.0476","0.1355","0.2315","0.2576","0.1869","0.1217","0","0","0","0","0","0","0","0","0","0"
"421","Tristan Vizcaino","LAC","k","7","@BLT","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.461","0.467","0.3352","0.3533","0.6286","0.8569","0.2514","0.4071","2.1393","2.8524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"422","Daniel Carlson","LV","k","8","@DEN","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7047","0.7047","0.4451","0.4712","0.2967","0.4451","0.2596","0.4327","2.354","2.4878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","Rams DST","LA","dst","11","@NYG","8.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.107","0.0347","0.9618","1.3687","0.6844","0.083","80.5748","0.072","0.0225","0.0534","0.1458","0.2385","0.2544","0.1767","0.1087","0","0","0","0","0","0","0","0","0","0"
"423","Cairo Santos","CHI","k","10","GB","8.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5295","0.5295","0.5295","0.611","0.5737","0.6556","0.1324","0.242","2.0893","2.126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"424","Jake Elliott","PHI","k","14","TB","8.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.362","0.4224","0.4827","0.4827","0.4827","0.5941","0.362","0.7241","1.8857","1.9919","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"425","Ryan Succop","TB","k","9","@PHI","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0266","0","0.4255","0.4254","0.3989","0.4254","0.3723","0.5584","0.133","0.2613","3.3051","3.5499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"426","Ka'imi Fairbairn","HST","k","10","@IND","7.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4073","0.4073","0.4073","0.4073","0.4073","0.5554","0.3258","0.6516","1.8537","2.1024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","Cowboys DST","DAL","dst","7","@NE","7.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2284","0.0372","1.0013","1.1213","0.5606","0.2346","55.492","0.0386","0.0151","0.0402","0.1212","0.2201","0.2605","0.2008","0.142","0","0","0","0","0","0","0","0","0","0"
"434","Bengals DST","CIN","dst","10","@DET","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0549","0.0325","0.8583","1.0268","0.5134","0.1888","88.2638","0.0682","0.0238","0.0555","0.1494","0.2408","0.2529","0.1731","0.1044","0","0","0","0","0","0","0","0","0","0"
"435","Vikings DST","MIN","dst","7","@CAR","7.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8207","0.0396","1.2434","1.1629","0.5815","0.0802","36.2482","0.032","0.0111","0.0321","0.1042","0.2042","0.2608","0.2171","0.1705","0","0","0","0","0","0","0","0","0","0"
"436","Browns DST","CLV","dst","13","ARZ","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.417","0.0333","0.9998","0.9464","0.4732","0.1551","68.7926","0.0467","0.0104","0.0332","0.1126","0.222","0.2735","0.2104","0.1379","0","0","0","0","0","0","0","0","0","0"
"437","Bills DST","BUF","dst","7","@TEN","6.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9209","0.0356","0.8214","1.0653","0.5327","0.0313","69.5329","0.0556","0.0144","0.0388","0.1184","0.2177","0.2608","0.2035","0.1463","0","0","0","0","0","0","0","0","0","0"
"438","Ravens DST","BLT","dst","8","LAC","6.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1892","0.0341","0.9357","0.9641","0.482","0.0768","88.3636","0.0683","0.0152","0.0436","0.1347","0.241","0.2692","0.1879","0.1084","0","0","0","0","0","0","0","0","0","0"
"439","Chiefs DST","KC","dst","12","@WAS","6.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8427","0.0335","1.0465","1.1047","0.5524","0.0482","41.2946","0.0517","0.0235","0.0551","0.1487","0.2404","0.2532","0.1738","0.1052","0","0","0","0","0","0","0","0","0","0"
"440","Jaguars DST","JAX","dst","7","MIA","6.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1922","0.034","0.6286","1.0182","0.5091","0.1657","61.9139","0.0473","0.005","0.0191","0.077","0.1815","0.2671","0.2456","0.2047","0","0","0","0","0","0","0","0","0","0"
"441","Seahawks DST","SEA","dst","9","@PIT","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6591","0.0379","0.9653","1.0211","0.5106","0.1023","56.0236","0.0587","0.0194","0.048","0.1362","0.232","0.2574","0.1861","0.1207","0","0","0","0","0","0","0","0","0","0"
"442","Panthers DST","CAR","dst","13","MIN","6.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2532","0.0337","0.8177","1.0939","0.5469","0.0977","65.185","0.058","0.0089","0.0295","0.1039","0.2134","0.2736","0.2192","0.1515","0","0","0","0","0","0","0","0","0","0"
"443","Broncos DST","DEN","dst","11","LV","6.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1244","0.0347","0.667","1.0603","0.5302","0.1491","65.4784","0.0474","0.0103","0.0329","0.1119","0.2213","0.2735","0.2112","0.139","0","0","0","0","0","0","0","0","0","0"
"444","Raiders DST","LV","dst","8","@DEN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4247","0.0393","0.8339","0.9483","0.4741","0.0373","55.3129","0.0458","0.0151","0.0402","0.1212","0.2201","0.2605","0.2008","0.142","0","0","0","0","0","0","0","0","0","0"
"445","Chargers DST","LAC","dst","7","@BLT","5.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4854","0.0431","0.6669","1.0737","0.5369","0.1264","59.7432","0.0429","0.0077","0.0243","0.0859","0.184","0.2568","0.2336","0.2077","0","0","0","0","0","0","0","0","0","0"
"446","Cardinals DST","ARZ","dst","12","@CLV","5.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9324","0.0414","0.9653","0.8876","0.4438","0.0729","82.2109","0.0675","0.0078","0.0245","0.0865","0.1847","0.257","0.2331","0.2064","0","0","0","0","0","0","0","0","0","0"
"447","Giants DST","NYG","dst","10","LA","5.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8985","0.0336","0.8311","0.8985","0.4493","0.1699","60.7695","0.041","0.004","0.016","0.0678","0.1685","0.2617","0.2539","0.2281","0","0","0","0","0","0","0","0","0","0"
"448","Patriots DST","NE","dst","14","DAL","5.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9198","0.0335","0.6966","1.1567","0.5784","0.0963","55.1841","0.0399","0.006","0.0218","0.0844","0.1911","0.2701","0.2385","0.1881","0","0","0","0","0","0","0","0","0","0"
"449","Titans DST","TEN","dst","13","BUF","5.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9548","0.0323","0.8608","1.2896","0.6448","0.0976","58.6275","0.0331","0.0035","0.0146","0.0634","0.162","0.2585","0.2576","0.2404","0","0","0","0","0","0","0","0","0","0"
"450","Texans DST","HST","dst","10","@IND","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4233","0.0478","0.5668","1.1964","0.5982","0.0802","97.4066","0.0654","0.0046","0.0164","0.0649","0.1561","0.2447","0.25","0.2633","0","0","0","0","0","0","0","0","0","0"
"451","Lions DST","DET","dst","9","CIN","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4638","0.0324","0.7794","1.1128","0.5564","0.1169","50.1985","0.0332","0.002","0.0093","0.0457","0.1324","0.2391","0.2699","0.3015","0","0","0","0","0","0","0","0","0","0"
"452","Bears DST","CHI","dst","10","GB","4.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1853","0.0331","0.4824","0.8347","0.4174","0.1064","84.1851","0.056","0.0037","0.0153","0.0656","0.1653","0.2601","0.2558","0.2342","0","0","0","0","0","0","0","0","0","0"
"453","Football Team DST","WAS","dst","9","KC","4.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0271","0.033","0.6148","0.942","0.471","0.0746","46.1613","0.0323","0.0028","0.0123","0.0563","0.1507","0.252","0.2632","0.2627","0","0","0","0","0","0","0","0","0","0"
"454","Eagles DST","PHI","dst","14","TB","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6142","0.0324","0.5922","0.749","0.3745","0.1718","41.7407","0.033","0.0017","0.0082","0.0416","0.1246","0.2329","0.2718","0.3192","0","0","0","0","0","0","0","0","0","0"
