PlayerName,PointCostRatio
Markieff Morris ,21.690837892707084
Ty Jerome ,21.725725136278815
Troy Brown Jr. ,21.784228904628208
Gary Trent Jr. ,21.81259480124555
Jalen Brunson ,21.938974483559512
Danny Green ,22.10552801139886
Solomon Hill ,22.171057246569273
Romeo Langford ,22.25731115393157
Jaden McDaniels ,22.26901198232483
Patrick Beverley ,22.31841878573409
Abdel Nader ,22.343739012676835
Justin Jackson ,22.386282403037306
Bruno Fernando ,22.436375922635374
Jake Layman ,22.43816346086635
Isaiah Roby ,22.468901257498153
Wesley Matthews ,22.530436610300693
Frank Ntilikina ,22.547114789184377
CJ Elleby ,22.552411981030446
Dario Šarić ,22.572721998492245
Desmond Bane ,22.61687050772467
Dewayne Dedmon ,22.64133830753383
Dennis Smith Jr. ,22.707121222854074
Brad Wanamaker ,22.80425368471464
Dwight Howard ,22.87235192404324
PJ Dozier ,22.88402031588771
Matisse Thybulle ,22.916082286871838
Raul Neto ,22.92965117769956
J.J. Redick ,22.976414756683926
Bismack Biyombo ,23.09808956401291
Jarrett Culver ,23.114998478213653
Isaiah Joe ,23.12032256431624
Timothé Luwawu-Cabarrot ,23.138704045588895
Devon Dotson ,23.151663092923883
Tyler Johnson ,23.158404083226976
Cody Martin ,23.22657506794289
Reggie Jackson ,23.240824367998485
Jaxson Hayes ,23.29642170301795
Deni Avdija ,23.352627728215012
Luguentz Dort ,23.36501005851939
Devin Vassell ,23.380112922374884
Taurean Prince ,23.396870517094012
Grayson Allen ,23.412727725747732
Isaiah Stewart ,23.424259988224346
Dylan Windler ,23.469398041812312
Brodric Thomas ,23.564458124549674
Garrison Mathews ,23.584741834779305
Keita Bates-Diop ,23.58678677651546
Semi Ojeleye ,23.593226635016077
Chasson Randle ,23.755584311784972
Cody Zeller ,23.813775295245478
Delon Wright ,23.85596094281192
Taj Gibson ,23.863994709008495
Landry Shamet ,23.895310574424467
Sekou Doumbouya ,23.970913636702956
D.J. Augustin ,23.98271062326746
Bryn Forbes ,24.07514227795941
Robin Lopez ,24.077843828084166
Jabari Parker ,24.223544235734185
Kenrich Williams ,24.231981491987113
Aron Baynes ,24.237118142812992
Khem Birch ,24.254103396409192
JaKarr Sampson ,24.308252114808894
Isaiah Hartenstein ,24.327773841542495
Chris Boucher ,24.378362982465344
JaVale McGee ,24.39441957291417
Mfiondu Kabengele ,24.446101488428116
